id_venta,isbn,titulo,autor,categoria,precio_eur,cantidad,edad_cliente,genero_cliente,fecha_venta,formato,canal_venta,tienda,metodo_pago,valoracion_cliente
V001681,978-2-17455-620-1,Cosmos,Carl Sagan,Ciencia,19.84,1,26,Prefiere no decir,2024-07-29,Kindle,Online,Tienda Online,Tarjeta,3
V001682,978-9-93227-275-8,Los hermanos Karamázov,Fiódor Dostoyevski,Clásico,17.01,1,21,No binario,2023-12-11,Tapa dura,Física,Librería Central Madrid,Tarjeta,5
V001683,978-9-93227-275-8,Los hermanos Karamázov,Fiódor Dostoyevski,Clásico,18.9,1,29,Masculino,2025-10-27,Tapa dura,Online,Tienda Online,Transferencia,5
V001684,978-2-58520-463-3,Sinsajo,Suzanne Collins,Fantasía Juvenil,14.9,1,15,Femenino,2025-02-09,Bolsillo,Online,Tienda Online,Efectivo,5
V001685,978-0-40007-169-0,El Principito ilustrado,Antoine de Saint-Exupéry,Infantil,15.9,3,7,Femenino,2024-04-28,Kindle,Online,Tienda Online,Bizum,2
V001686,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,14.9,1,22,Masculino,2025-09-22,Bolsillo,Física,Librería Sevilla Triana,Transferencia,3
V001687,978-7-80284-227-6,El Señor de los Anillos,J.R.R. Tolkien,Fantasía,32.89,2,54,Masculino,2024-08-04,Tapa dura,Física,Librería Gran Vía,Bizum,4
V001688,978-7-10425-839-4,El paciente silencioso,Alex Michaelides,Thriller,16.11,2,75,Femenino,2023-05-02,Kindle,Online,Tienda Online,Bizum,5
V001689,978-2-26828-775-7,Los cuatro acuerdos,Miguel Ruiz,Autoayuda,12.9,2,61,Femenino,2024-11-26,Kindle,Online,Tienda Online,Transferencia,2
V001690,978-8-33416-619-1,La chica del tren,Paula Hawkins,Thriller,17.49,1,20,No binario,2023-02-06,Bolsillo,Física,Librería Valencia Centro,Transferencia,4
V001691,978-0-62772-845-5,Drácula,Bram Stoker,Terror,12.9,1,30,Femenino,2023-01-21,Bolsillo,Online,Tienda Online,Bizum,5
V001692,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,13.41,1,15,Femenino,2024-06-28,Tapa dura,Online,Tienda Online,PayPal,5
V001693,978-0-96673-333-4,Harry Potter y el prisionero de Azkaban,J.K. Rowling,Fantasía Juvenil,16.9,1,21,Masculino,2024-02-13,Kindle,Online,Tienda Online,Efectivo,
V001694,978-0-40007-169-0,El Principito ilustrado,Antoine de Saint-Exupéry,Infantil,15.9,1,5,Masculino,2025-02-19,Bolsillo,Online,Tienda Online,Tarjeta,
V001695,978-0-62772-845-5,Drácula,Bram Stoker,Terror,10.32,2,20,Prefiere no decir,2023-03-28,Bolsillo,Online,Tienda Online,Tarjeta,5
V001696,978-0-40007-169-0,El Principito ilustrado,Antoine de Saint-Exupéry,Infantil,12.72,1,6,Prefiere no decir,2023-03-24,Tapa dura,Física,Librería Barcelona Gòtic,Tarjeta,5
V001697,978-3-85880-708-0,Persépolis,Marjane Satrapi,Cómic,15.9,2,17,Prefiere no decir,2024-09-16,Tapa dura,Online,Tienda Online,Transferencia,1
V001698,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,21.9,1,58,Prefiere no decir,2025-01-14,Bolsillo,Física,Librería Gran Vía,Tarjeta,5
V001699,978-1-82357-400-9,Harry Potter y la piedra filosofal,J.K. Rowling,Fantasía Juvenil,16.7,2,10,Prefiere no decir,2024-03-31,Tapa dura,Física,Librería Barcelona Gòtic,PayPal,5
V001700,978-3-39256-242-1,El amor en los tiempos del cólera,Gabriel García Márquez,Ficción,19.25,1,57,Prefiere no decir,2024-02-28,Tapa dura,Física,Librería Gran Vía,PayPal,5
V001701,978-0-96673-333-4,Harry Potter y el prisionero de Azkaban,J.K. Rowling,Fantasía Juvenil,18.59,1,12,Prefiere no decir,2025-12-23,Kindle,Online,Tienda Online,Bizum,5
V001702,978-6-22676-467-5,Choque de Reyes,George R.R. Martin,Fantasía,15.92,2,41,Prefiere no decir,2023-12-10,Bolsillo,Online,Tienda Online,Transferencia,5
V001703,978-8-21395-704-6,1984,George Orwell,Ciencia Ficción,14.9,1,16,No binario,2024-03-17,Tapa dura,Online,Tienda Online,Bizum,5
V001704,978-3-85880-708-0,Persépolis,Marjane Satrapi,Cómic,15.9,1,47,Masculino,2023-03-04,Tapa dura,Física,Librería Sevilla Triana,Bizum,5
V001705,978-7-17100-789-1,Carrie,Stephen King,Terror,14.9,2,70,Prefiere no decir,2024-07-12,Tapa dura,Online,Tienda Online,Efectivo,5
V001706,978-2-92240-263-6,La casa de Bernarda Alba,Federico García Lorca,Teatro,8.42,3,60,Femenino,2023-10-15,Kindle,Online,Tienda Online,PayPal,4
V001707,978-3-50857-508-5,Piense y hágase rico,Napoleon Hill,Finanzas,11.81,1,62,Masculino,2025-12-04,Bolsillo,Física,Librería Barcelona Gòtic,Bizum,1
V001708,978-7-10425-839-4,El paciente silencioso,Alex Michaelides,Thriller,19.69,2,51,Femenino,2023-12-26,Bolsillo,Online,Tienda Online,PayPal,3
V001709,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,13.52,1,12,No binario,2024-07-26,Tapa dura,Física,Librería Valencia Centro,Transferencia,4
V001710,978-3-62565-160-2,El día que se perdió la cordura,Javier Castillo,Thriller,19.84,1,50,Femenino,2025-12-16,Kindle,Online,Tienda Online,Transferencia,4
V001711,978-4-93748-619-9,Perdida,Gillian Flynn,Thriller,14.03,1,39,No binario,2023-04-07,Tapa dura,Física,Librería Barcelona Gòtic,PayPal,4
V001712,978-0-87110-667-3,Charlie y la fábrica de chocolate,Roald Dahl,Infantil,9.52,1,9,Prefiere no decir,2024-02-22,Bolsillo,Física,Librería Valencia Centro,Efectivo,5
V001713,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,18.32,2,45,Femenino,2023-04-17,Bolsillo,Online,Tienda Online,Bizum,3
V001714,978-0-96673-333-4,Harry Potter y el prisionero de Azkaban,J.K. Rowling,Fantasía Juvenil,18.59,1,13,Masculino,2025-03-23,Kindle,Online,Tienda Online,PayPal,5
V001715,978-1-48469-545-2,Origen,Dan Brown,Thriller,19.9,4,29,Femenino,2024-05-23,Bolsillo,Física,Librería Sevilla Triana,Efectivo,5
V001716,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,17.91,2,36,No binario,2024-06-30,Bolsillo,Online,Tienda Online,Bizum,5
V001717,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,14.36,3,39,Prefiere no decir,2023-11-19,Bolsillo,Online,Tienda Online,Transferencia,5
V001718,978-8-44973-887-5,Ángeles y demonios,Dan Brown,Thriller,15.21,4,16,Femenino,2023-02-19,Bolsillo,Física,Librería Gran Vía,Transferencia,4
V001719,978-8-68800-243-6,El extranjero,Albert Camus,Clásico,11.61,2,56,Prefiere no decir,2024-01-09,Kindle,Online,Tienda Online,PayPal,5
V001720,978-9-20745-529-9,Watchmen,Alan Moore,Cómic,21.9,1,23,No binario,2024-10-19,Kindle,Online,Tienda Online,Bizum,4
V001721,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,12.66,1,14,No binario,2023-09-03,Tapa dura,Física,Librería Gran Vía,Efectivo,5
V001722,978-9-20745-529-9,Watchmen,Alan Moore,Cómic,21.9,2,22,Prefiere no decir,2025-04-24,Tapa dura,Online,Tienda Online,Tarjeta,
V001723,978-8-44438-864-9,Rayuela,Julio Cortázar,Clásico,16.9,2,61,No binario,2024-06-11,Tapa dura,Física,Librería Barcelona Gòtic,Transferencia,5
V001724,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,11.81,1,42,Femenino,2025-10-14,Kindle,Online,Tienda Online,PayPal,4
V001725,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,16.9,1,26,Masculino,2024-01-02,Kindle,Online,Tienda Online,PayPal,5
V001726,978-9-20745-529-9,Watchmen,Alan Moore,Cómic,18.61,1,26,No binario,2023-07-11,Kindle,Online,Tienda Online,PayPal,5
V001727,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,13.41,2,12,Prefiere no decir,2024-08-15,Bolsillo,Online,Tienda Online,PayPal,4
V001728,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,18.61,1,64,Prefiere no decir,2025-05-08,Bolsillo,Física,Librería Sevilla Triana,Efectivo,4
V001729,978-3-85880-708-0,Persépolis,Marjane Satrapi,Cómic,15.9,1,75,Prefiere no decir,2025-09-26,Tapa dura,Online,Tienda Online,Bizum,4
V001730,978-2-58520-463-3,Sinsajo,Suzanne Collins,Fantasía Juvenil,15.65,1,20,No binario,2023-07-11,Kindle,Online,Tienda Online,Bizum,5
V001731,978-3-54118-204-1,Juego de Tronos,George R.R. Martin,Fantasía,17.91,1,28,Masculino,2024-11-05,Bolsillo,Física,Librería Central Madrid,Tarjeta,5
V001732,978-5-74042-119-1,Sapiens,Yuval Noah Harari,Ensayo,19.71,1,42,Masculino,2023-11-26,Tapa dura,Física,Librería Barcelona Gòtic,Efectivo,5
V001733,978-2-58520-463-3,Sinsajo,Suzanne Collins,Fantasía Juvenil,13.41,1,20,Femenino,2023-07-14,Kindle,Online,Tienda Online,Transferencia,4
V001734,978-8-31643-371-8,Hábitos atómicos,James Clear,Autoayuda,18.9,1,47,Masculino,2023-08-14,Tapa dura,Física,Librería Barcelona Gòtic,PayPal,4
V001735,978-3-31417-573-6,Ana Karenina,León Tolstói,Clásico,16.9,2,65,Femenino,2023-07-24,Bolsillo,Física,Librería Valencia Centro,Bizum,
V001736,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,18.32,1,62,Masculino,2023-11-09,Bolsillo,Online,Tienda Online,Tarjeta,3
V001737,978-2-18981-709-1,Una breve historia del tiempo,Stephen Hawking,Ciencia,13.52,2,38,Femenino,2024-08-10,Kindle,Online,Tienda Online,Tarjeta,2
V001738,978-3-62565-160-2,El día que se perdió la cordura,Javier Castillo,Thriller,18.9,1,38,Femenino,2025-05-02,Bolsillo,Física,Librería Central Madrid,Transferencia,3
V001739,978-9-93227-275-8,Los hermanos Karamázov,Fiódor Dostoyevski,Clásico,18.9,3,65,Masculino,2024-11-10,Tapa dura,Online,Tienda Online,Bizum,5
V001740,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,18.9,2,53,No binario,2024-09-16,Kindle,Online,Tienda Online,Bizum,4
V001741,978-2-58520-463-3,Sinsajo,Suzanne Collins,Fantasía Juvenil,14.9,1,20,Femenino,2023-08-16,Bolsillo,Física,Librería Central Madrid,Efectivo,5
V001742,978-9-44671-926-0,El Hobbit,J.R.R. Tolkien,Fantasía,16.9,1,26,Masculino,2024-12-01,Tapa dura,Física,Librería Sevilla Triana,Efectivo,
V001743,978-1-82357-400-9,Harry Potter y la piedra filosofal,J.K. Rowling,Fantasía Juvenil,15.9,3,22,Prefiere no decir,2024-11-07,Bolsillo,Física,Librería Sevilla Triana,PayPal,5
V001744,978-1-16175-981-1,Pedro Páramo,Juan Rulfo,Clásico,11.61,2,18,Prefiere no decir,2024-07-21,Bolsillo,Física,Librería Central Madrid,Bizum,4
V001745,978-9-72493-614-8,El chef en casa,Jamie Oliver,Cocina,20.89,1,75,Femenino,2025-12-05,Tapa dura,Online,Tienda Online,Efectivo,5
V001746,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,18.61,1,51,Prefiere no decir,2023-10-04,Kindle,Online,Tienda Online,Efectivo,4
V001747,978-4-97684-597-3,American Gods,Neil Gaiman,Fantasía,21.89,1,70,Prefiere no decir,2023-01-12,Bolsillo,Online,Tienda Online,Efectivo,4
V001748,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,11.12,2,60,Prefiere no decir,2023-01-12,Tapa dura,Online,Tienda Online,Transferencia,5
V001749,978-4-93886-804-8,Guerra y paz,León Tolstói,Clásico,26.14,2,67,Masculino,2024-05-27,Kindle,Online,Tienda Online,Transferencia,5
V001750,978-8-33416-619-1,La chica del tren,Paula Hawkins,Thriller,16.7,1,17,No binario,2024-04-13,Bolsillo,Online,Tienda Online,Tarjeta,5
V001751,978-1-68082-927-8,Náuseas,Jean-Paul Sartre,Clásico,15.29,1,57,Masculino,2024-12-27,Kindle,Online,Tienda Online,Transferencia,5
V001752,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,15.9,1,17,Prefiere no decir,2024-11-28,Tapa dura,Física,Librería Barcelona Gòtic,Efectivo,5
V001753,978-0-62772-845-5,Drácula,Bram Stoker,Terror,10.32,2,49,No binario,2025-02-13,Kindle,Online,Tienda Online,Efectivo,4
V001754,978-3-62565-160-2,El día que se perdió la cordura,Javier Castillo,Thriller,18.9,1,27,Masculino,2024-02-16,Kindle,Online,Tienda Online,Bizum,4
V001755,978-2-63269-597-7,La chica de nieve,Javier Castillo,Thriller,19.84,4,56,Masculino,2024-11-21,Kindle,Online,Tienda Online,PayPal,3
V001756,978-6-22676-467-5,Choque de Reyes,George R.R. Martin,Fantasía,17.91,1,20,No binario,2025-01-08,Bolsillo,Online,Tienda Online,PayPal,4
V001757,978-8-79514-100-9,La chica en la telaraña,David Lagercrantz,Thriller,19.69,1,29,Prefiere no decir,2025-04-03,Tapa dura,Online,Tienda Online,Efectivo,5
V001758,978-6-22676-467-5,Choque de Reyes,George R.R. Martin,Fantasía,19.9,1,44,Masculino,2024-05-16,Tapa dura,Física,Librería Gran Vía,Efectivo,4
V001759,978-5-74042-119-1,Sapiens,Yuval Noah Harari,Ensayo,21.9,1,61,Masculino,2024-01-01,Kindle,Online,Tienda Online,Tarjeta,5
V001760,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,20.79,1,60,Prefiere no decir,2024-11-09,Kindle,Online,Tienda Online,PayPal,4
V001761,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,19.46,1,18,Prefiere no decir,2025-03-29,Bolsillo,Física,Librería Sevilla Triana,Bizum,2
V001762,978-4-28301-352-8,El prisionero del cielo,Carlos Ruiz Zafón,Ficción,18.79,1,33,No binario,2023-10-03,Kindle,Online,Tienda Online,Bizum,4
V001763,978-1-48469-545-2,Origen,Dan Brown,Thriller,15.92,4,61,Masculino,2024-02-16,Tapa dura,Física,Librería Barcelona Gòtic,Efectivo,5
V001764,978-6-38893-559-9,Dune,Frank Herbert,Ciencia Ficción,18.32,1,37,Femenino,2025-07-01,Kindle,Online,Tienda Online,Tarjeta,4
V001765,978-9-93227-275-8,Los hermanos Karamázov,Fiódor Dostoyevski,Clásico,17.01,2,45,Femenino,2023-01-15,Kindle,Online,Tienda Online,Bizum,
V001766,978-1-13278-859-4,Cien años de soledad,Gabriel García Márquez,Ficción,19.84,1,74,Femenino,2024-04-16,Tapa dura,Online,Tienda Online,Efectivo,3
V001767,978-1-68082-927-8,Náuseas,Jean-Paul Sartre,Clásico,15.29,2,50,Masculino,2025-02-26,Tapa dura,Física,Librería Sevilla Triana,Transferencia,5
V001768,978-0-13905-195-3,Rebelión en la granja,George Orwell,Ficción,12.5,1,18,No binario,2024-03-07,Kindle,Online,Tienda Online,Tarjeta,5
V001769,978-3-62565-160-2,El día que se perdió la cordura,Javier Castillo,Thriller,18.9,1,32,Femenino,2024-10-26,Kindle,Online,Tienda Online,Efectivo,5
V001770,978-8-31643-371-8,Hábitos atómicos,James Clear,Autoayuda,19.84,1,36,No binario,2023-09-16,Bolsillo,Física,Librería Gran Vía,Tarjeta,5
V001771,978-2-26828-775-7,Los cuatro acuerdos,Miguel Ruiz,Autoayuda,12.9,1,27,Prefiere no decir,2024-04-23,Tapa dura,Online,Tienda Online,Tarjeta,5
V001772,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,21.9,1,30,No binario,2023-04-07,Tapa dura,Física,Librería Sevilla Triana,PayPal,4
V001773,978-3-31417-573-6,Ana Karenina,León Tolstói,Clásico,13.52,1,24,No binario,2023-08-30,Kindle,Online,Tienda Online,Bizum,2
V001774,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,14.32,3,31,Prefiere no decir,2025-06-04,Bolsillo,Física,Librería Barcelona Gòtic,PayPal,5
V001775,978-4-93748-619-9,Perdida,Gillian Flynn,Thriller,13.2,2,52,Prefiere no decir,2023-03-11,Bolsillo,Online,Tienda Online,PayPal,1
V001776,978-6-86484-508-5,Ficciones,Jorge Luis Borges,Clásico,16.39,1,48,No binario,2023-09-14,Kindle,Online,Tienda Online,Efectivo,4
V001777,978-3-17665-693-8,La familia de Pascual Duarte,Camilo José Cela,Clásico,13.55,1,52,Masculino,2024-03-04,Bolsillo,Física,Librería Central Madrid,Tarjeta,5
V001778,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,10.9,1,7,Femenino,2025-07-29,Kindle,Online,Tienda Online,Tarjeta,5
V001779,978-2-63269-597-7,La chica de nieve,Javier Castillo,Thriller,18.9,1,39,Masculino,2023-09-20,Bolsillo,Física,Librería Valencia Centro,PayPal,4
V001780,978-9-72493-614-8,El chef en casa,Jamie Oliver,Cocina,19.9,1,19,Femenino,2023-10-20,Tapa dura,Online,Tienda Online,Efectivo,4
V001781,978-3-99733-432-0,Don Quijote de la Mancha,Miguel de Cervantes,Clásico,17.91,2,71,Femenino,2023-08-31,Kindle,Online,Tienda Online,Transferencia,5
V001782,978-1-48469-545-2,Origen,Dan Brown,Thriller,19.9,1,34,Prefiere no decir,2025-02-20,Bolsillo,Física,Librería Valencia Centro,Efectivo,3
V001783,978-3-17665-693-8,La familia de Pascual Duarte,Camilo José Cela,Clásico,12.9,1,37,Prefiere no decir,2023-04-05,Tapa dura,Física,Librería Barcelona Gòtic,Tarjeta,4
V001784,978-4-97684-597-3,American Gods,Neil Gaiman,Fantasía,15.92,1,21,Prefiere no decir,2023-08-05,Tapa dura,Física,Librería Sevilla Triana,Tarjeta,4
V001785,978-2-46509-573-3,La peste,Albert Camus,Clásico,14.9,1,56,Prefiere no decir,2025-12-18,Tapa dura,Física,Librería Barcelona Gòtic,Transferencia,4
V001786,978-0-96673-333-4,Harry Potter y el prisionero de Azkaban,J.K. Rowling,Fantasía Juvenil,16.9,2,12,No binario,2023-03-24,Tapa dura,Física,Librería Gran Vía,Tarjeta,
V001787,978-8-27342-840-9,Stardust,Neil Gaiman,Fantasía,15.9,1,65,No binario,2024-02-04,Tapa dura,Online,Tienda Online,Tarjeta,4
V001788,978-9-71953-348-7,It,Stephen King,Terror,19.46,2,51,No binario,2024-11-09,Kindle,Online,Tienda Online,PayPal,5
V001789,978-8-27342-840-9,Stardust,Neil Gaiman,Fantasía,12.72,3,63,Masculino,2024-02-08,Kindle,Online,Tienda Online,Efectivo,3
V001790,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,21.9,2,33,No binario,2024-03-07,Tapa dura,Física,Librería Gran Vía,Efectivo,5
V001791,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,21.9,1,28,Femenino,2024-07-23,Kindle,Online,Tienda Online,Bizum,5
V001792,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,10.9,1,8,Masculino,2025-02-05,Tapa dura,Online,Tienda Online,Tarjeta,5
V001793,978-7-17100-789-1,Carrie,Stephen King,Terror,14.9,1,40,No binario,2025-07-24,Bolsillo,Online,Tienda Online,Bizum,4
V001794,978-2-17455-620-1,Cosmos,Carl Sagan,Ciencia,17.01,1,24,Femenino,2025-04-17,Kindle,Online,Tienda Online,Efectivo,5
V001795,978-7-30289-294-4,Nada,Carmen Laforet,Clásico,11.12,2,69,No binario,2024-05-21,Tapa dura,Online,Tienda Online,PayPal,5
V001796,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,19.9,1,47,Prefiere no decir,2025-11-12,Bolsillo,Online,Tienda Online,Transferencia,3
V001797,978-8-27342-840-9,Stardust,Neil Gaiman,Fantasía,14.31,4,37,Masculino,2024-10-02,Kindle,Online,Tienda Online,PayPal,3
V001798,978-3-31417-573-6,Ana Karenina,León Tolstói,Clásico,13.52,1,42,No binario,2023-10-18,Kindle,Online,Tienda Online,Efectivo,4
V001799,978-1-13278-859-4,Cien años de soledad,Gabriel García Márquez,Ficción,16.06,2,65,Prefiere no decir,2025-10-05,Tapa dura,Online,Tienda Online,Bizum,3
V001800,978-2-92240-263-6,La casa de Bernarda Alba,Federico García Lorca,Teatro,8.42,1,63,Masculino,2024-09-21,Kindle,Online,Tienda Online,PayPal,4
V001801,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,14.31,1,17,Prefiere no decir,2025-01-11,Tapa dura,Física,Librería Central Madrid,PayPal,5
V001802,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,19.9,1,57,Masculino,2025-11-18,Kindle,Online,Tienda Online,Transferencia,4
V001803,978-8-79514-100-9,La chica en la telaraña,David Lagercrantz,Thriller,15.21,1,31,Prefiere no decir,2025-12-18,Tapa dura,Online,Tienda Online,Efectivo,5
V001804,978-4-93748-619-9,Perdida,Gillian Flynn,Thriller,13.2,1,75,Masculino,2024-03-03,Tapa dura,Online,Tienda Online,PayPal,
V001805,978-9-44671-926-0,El Hobbit,J.R.R. Tolkien,Fantasía,18.59,1,22,Prefiere no decir,2024-10-04,Tapa dura,Online,Tienda Online,Tarjeta,4
V001806,978-3-54118-204-1,Juego de Tronos,George R.R. Martin,Fantasía,17.91,1,24,Femenino,2024-10-29,Kindle,Online,Tienda Online,Tarjeta,4
V001807,978-6-34957-196-1,El resplandor,Stephen King,Terror,18.9,1,64,Prefiere no decir,2025-05-25,Kindle,Online,Tienda Online,PayPal,3
V001808,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,16.11,1,74,Femenino,2024-01-23,Kindle,Online,Tienda Online,Efectivo,2
V001809,978-7-80284-227-6,El Señor de los Anillos,J.R.R. Tolkien,Fantasía,29.9,1,18,Masculino,2023-07-06,Tapa dura,Física,Librería Barcelona Gòtic,Efectivo,4
V001810,978-4-28301-352-8,El prisionero del cielo,Carlos Ruiz Zafón,Ficción,15.21,2,16,Femenino,2025-02-11,Kindle,Online,Tienda Online,Tarjeta,3
V001811,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,19.9,2,22,Femenino,2025-07-31,Bolsillo,Online,Tienda Online,PayPal,4
V001812,978-3-50857-508-5,Piense y hágase rico,Napoleon Hill,Finanzas,13.9,2,70,Masculino,2024-07-19,Kindle,Online,Tienda Online,Transferencia,5
V001813,978-4-93886-804-8,Guerra y paz,León Tolstói,Clásico,27.39,1,73,Femenino,2025-12-24,Bolsillo,Online,Tienda Online,Bizum,
V001814,978-7-77839-562-1,El principito,Antoine de Saint-Exupéry,Infantil,8.42,1,11,Prefiere no decir,2025-08-26,Tapa dura,Online,Tienda Online,Efectivo,5
V001815,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,19.84,1,40,Femenino,2024-12-30,Kindle,Online,Tienda Online,Tarjeta,5
V001816,978-0-40007-169-0,El Principito ilustrado,Antoine de Saint-Exupéry,Infantil,17.49,1,12,No binario,2025-03-25,Kindle,Online,Tienda Online,Transferencia,5
V001817,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,23.0,1,72,Prefiere no decir,2025-11-30,Bolsillo,Física,Librería Valencia Centro,PayPal,4
V001818,978-5-19287-626-3,Coraline,Neil Gaiman,Fantasía Juvenil,13.9,1,17,Masculino,2023-01-02,Kindle,Online,Tienda Online,PayPal,4
V001819,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,19.71,1,21,No binario,2024-03-28,Tapa dura,Online,Tienda Online,PayPal,4
V001820,978-0-87110-667-3,Charlie y la fábrica de chocolate,Roald Dahl,Infantil,11.9,1,6,Prefiere no decir,2024-07-08,Kindle,Online,Tienda Online,Tarjeta,
V001821,978-2-18981-709-1,Una breve historia del tiempo,Stephen Hawking,Ciencia,17.75,1,37,No binario,2024-01-21,Tapa dura,Online,Tienda Online,Transferencia,3
V001822,978-5-74042-119-1,Sapiens,Yuval Noah Harari,Ensayo,18.61,1,23,Femenino,2025-10-18,Kindle,Online,Tienda Online,Efectivo,4
V001823,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,16.06,1,55,No binario,2024-12-14,Kindle,Online,Tienda Online,Bizum,
V001824,978-4-93748-619-9,Perdida,Gillian Flynn,Thriller,18.15,2,51,Prefiere no decir,2025-01-02,Kindle,Online,Tienda Online,Tarjeta,1
V001825,978-9-44671-926-0,El Hobbit,J.R.R. Tolkien,Fantasía,17.75,1,33,Prefiere no decir,2024-03-27,Tapa dura,Online,Tienda Online,Efectivo,5
V001826,978-8-36062-833-8,Crónicas marcianas,Ray Bradbury,Ciencia Ficción,12.16,1,30,Prefiere no decir,2023-04-20,Kindle,Online,Tienda Online,Tarjeta,2
V001827,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,14.36,1,42,Prefiere no decir,2024-09-15,Kindle,Online,Tienda Online,PayPal,4
V001828,978-9-18326-494-6,Romancero gitano,Federico García Lorca,Poesía,11.45,1,40,Prefiere no decir,2023-06-04,Bolsillo,Física,Librería Central Madrid,Bizum,4
V001829,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,18.79,2,26,Femenino,2023-07-27,Bolsillo,Física,Librería Valencia Centro,Transferencia,5
V001830,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,21.9,1,44,Masculino,2023-02-20,Bolsillo,Online,Tienda Online,PayPal,3
V001831,978-6-86484-508-5,Ficciones,Jorge Luis Borges,Clásico,14.9,1,73,Masculino,2025-02-25,Kindle,Online,Tienda Online,Tarjeta,4
V001832,978-3-84364-180-1,21 lecciones para el siglo XXI,Yuval Noah Harari,Ensayo,21.89,1,32,Masculino,2024-11-21,Kindle,Online,Tienda Online,Transferencia,5
V001833,978-3-28131-621-7,El Aleph,Jorge Luis Borges,Clásico,12.51,2,51,Femenino,2024-12-28,Bolsillo,Online,Tienda Online,Bizum,5
V001834,978-3-39256-242-1,El amor en los tiempos del cólera,Gabriel García Márquez,Ficción,14.88,1,75,Prefiere no decir,2025-02-21,Kindle,Online,Tienda Online,Tarjeta,5
V001835,978-8-33416-619-1,La chica del tren,Paula Hawkins,Thriller,15.9,2,24,Masculino,2023-09-09,Bolsillo,Física,Librería Central Madrid,Tarjeta,4
V001836,978-3-50857-508-5,Piense y hágase rico,Napoleon Hill,Finanzas,11.81,1,64,Femenino,2025-09-28,Tapa dura,Online,Tienda Online,Transferencia,3
V001837,978-3-30032-482-2,Los hombres que no amaban a las mujeres,Stieg Larsson,Thriller,17.9,1,33,No binario,2023-03-23,Bolsillo,Física,Librería Barcelona Gòtic,Tarjeta,5
V001838,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,21.9,1,23,No binario,2023-01-03,Bolsillo,Física,Librería Central Madrid,Tarjeta,4
V001839,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,14.6,2,64,Femenino,2024-07-06,Kindle,Online,Tienda Online,Efectivo,2
V001840,978-3-17665-693-8,La familia de Pascual Duarte,Camilo José Cela,Clásico,12.9,1,66,Femenino,2024-12-12,Bolsillo,Física,Librería Central Madrid,Transferencia,1
V001841,978-0-13905-195-3,Rebelión en la granja,George Orwell,Ficción,13.75,1,27,Femenino,2023-08-19,Tapa dura,Online,Tienda Online,Transferencia,4
V001842,978-1-48469-545-2,Origen,Dan Brown,Thriller,20.89,1,73,Femenino,2025-01-05,Bolsillo,Física,Librería Valencia Centro,Efectivo,3
